name,id,race,flavors1,flavors2,flavors3,positiveeffects1,positiveeffects2,positiveeffects3,positiveeffects4,positiveeffects5,negativeeffects1,negativeeffects2,negativeeffects3,negativeeffects4,negativeeffects5,medicaleffects1,medicaleffects2,medicaleffects3,medicaleffects4,medicaleffects5,medicaleffects6
Bhang Jack Herer,180,sativa,Citrus,Sweet,Tar,Relaxed,Hungry,Euphoric,Happy,Energetic,,,,,,Depression,Insomnia,Pain,Headaches,,
Bhang Juicy Fruit,181,hybrid,Sweet,Citrus,Lemon,Relaxed,Euphoric,Creative,Uplifted,,Dry Eyes,,,,,Pain,Stress,Nausea,Headaches,,
Bhang Kali Mist,183,sativa,Berry,Pine,Skunk,Hungry,Euphoric,Happy,Creative,Energetic,,,,,,,,,,,
Bhang King's Kush,184,indica,Berry,Blueberry,Diesel,Relaxed,Uplifted,,,,Dizzy,Dry Mouth,Dry Eyes,,,Pain,Stress,Lack of Appetite,Muscle Spasms,,
Bhang Lavender Kush,187,indica,Minty,Sweet,Lavender,Relaxed,Happy,Tingly,Sleepy,Giggly,Dry Mouth,,,,,Depression,Pain,Stress,Cramps,Lack of Appetite,
Bhang Lemon Haze,189,sativa,Citrus,Flowery,Lemon,Happy,Energetic,Talkative,Uplifted,,Dry Eyes,,,,,Depression,Stress,Cramps,Nausea,Fatigue,
Bhang Lemon Skunk,190,hybrid,Lime,,,Relaxed,Hungry,Creative,Uplifted,,,,,,,Depression,Stress,Cramps,,,
Bhang Mango OG,192,indica,Mango,Sweet,Berry,Relaxed,Euphoric,Happy,Uplifted,Sleepy,,,,,,Depression,Pain,Stress,Lack of Appetite,Nausea,
Bhang Master Kush,193,indica,Flowery,Earthy,Pepper,Relaxed,Euphoric,Focused,,,Dry Mouth,Dry Eyes,,,,Insomnia,Pain,Stress,Lack of Appetite,Inflammation,
Bhang Maui Waui,194,sativa,Earthy,Pungent,Sweet,Relaxed,Hungry,Happy,Creative,Uplifted,,,,,,Depression,Stress,Cramps,Fatigue,Headaches,
Bhang Mr. Nice,196,indica,Sweet,,,Relaxed,Euphoric,Happy,Tingly,Giggly,,,,,,Depression,Pain,Stress,Inflammation,Muscle Spasms,
Bhang Northern Lights,198,indica,Earthy,Spicy/Herbal,Woody,Relaxed,Euphoric,Happy,Creative,Uplifted,Dry Mouth,Dry Eyes,,,,Depression,Insomnia,Stress,Lack of Appetite,Muscle Spasms,
Bhang Ogre,200,indica,Lemon,,,Euphoric,Aroused,,,,Dizzy,Dry Mouth,Dry Eyes,,,Depression,Insomnia,Lack of Appetite,Fatigue,Headaches,
Bhang Perfecto Hybrid,202,hybrid,Citrus,Earthy,Lemon,Relaxed,Euphoric,Happy,Uplifted,Tingly,,,,,,Depression,Insomnia,Pain,Lack of Appetite,Nausea,
Bhang Perfecto Indica,203,indica,Citrus,Flowery,Tea,Relaxed,Euphoric,Happy,Uplifted,Focused,,,,,,Depression,Stress,Fatigue,,,
Bhang Pineapple Express,205,hybrid,Mango,Pineapple,Butter,Relaxed,Happy,Creative,Focused,Giggly,,,,,,Depression,Stress,Nausea,Seizures,Muscle Spasms,
Bhang Pineapple Kush,206,hybrid,Pine,Pineapple,Tropical,Euphoric,Creative,Energetic,Uplifted,Giggly,Dry Mouth,,,,,Depression,Insomnia,Lack of Appetite,Inflammation,Muscle Spasms,
Bhang Purple Diesel,211,hybrid,Diesel,Earthy,Spicy/Herbal,Relaxed,Euphoric,Happy,Tingly,Giggly,,,,,,Depression,Pain,Stress,Lack of Appetite,Fatigue,
Bhang Purple Erkle,212,indica,Berry,Sweet,Citrus,Relaxed,Hungry,Euphoric,Happy,Uplifted,,,,,,Pain,Stress,Cramps,Lack of Appetite,Fatigue,
Bhang Skunk #1,221,hybrid,Berry,Citrus,Strawberry,Hungry,Euphoric,Happy,,,Dry Mouth,Dry Eyes,,,,Fatigue,,,,,
Bhang Skywalker OG,222,hybrid,Pungent,Grapefruit,,Relaxed,Happy,Energetic,Uplifted,Aroused,,,,,,Depression,Stress,Nausea,Inflammation,Muscle Spasms,
Bhang Sour Diesel,223,sativa,Citrus,Diesel,Earthy,Relaxed,Euphoric,Happy,Uplifted,,Dry Mouth,,,,,Pain,Stress,Inflammation,Muscle Spasms,,
Bhang Sour OG,224,hybrid,Diesel,Pungent,Skunk,Hungry,Euphoric,Happy,Uplifted,Focused,,,,,,,,,,,
Bhang Strawberry Cough,225,sativa,Sweet,Blueberry,,Hungry,Creative,Energetic,Focused,,Dry Mouth,,,,,Stress,Lack of Appetite,,,,
Bhang Strawberry Diesel,226,sativa,Strawberry,,,Euphoric,Happy,Energetic,Aroused,,Dry Mouth,,,,,,,,,,
Bhang Super Lemon Haze,227,sativa,Lemon,Citrus,Sage,Euphoric,Creative,Energetic,Uplifted,,Dry Mouth,,,,,Depression,Insomnia,Pain,Fatigue,Inflammation,
Bhang Tangie,232,sativa,Citrus,Orange,,Happy,Uplifted,Tingly,Focused,,,,,,,Depression,Stress,Fatigue,,,
Bhang Triple Berry Goo,234,indica,Berry,Apple,Blueberry,Relaxed,Euphoric,Happy,,,Dry Mouth,Dry Eyes,,,,Fatigue,Eye Pressure,,,,
Bhang White Diesel,236,hybrid,Apple,Citrus,Diesel,Relaxed,Euphoric,Happy,Creative,,,,,,,,,,,,
Bhang White Widow,237,hybrid,Blueberry,Earthy,Lavender,Happy,Creative,Energetic,Talkative,Aroused,Anxious,,,,,,,,,,
Bhang XJ-13,239,hybrid,Citrus,Flowery,Tropical,Relaxed,Energetic,Uplifted,Focused,,,,,,,Pain,Stress,Headache,Fatigue,Inflammation,
Bhang Yoda OG,240,indica,Citrus,Flowery,Sweet,Relaxed,Uplifted,Focused,,,,,,,,Pain,Stress,Inflammation,,,
Bianca,241,hybrid,Earthy,Woody,Pine,Relaxed,Creative,Sleepy,Aroused,,Dry Mouth,,,,,Insomnia,Pain,Stress,Lack of Appetite,Muscle Spasms,
Biddy Early,242,hybrid,Sweet,Lemon,Pine,Euphoric,Creative,Energetic,Uplifted,Focused,Anxious,,,,,Depression,Pain,Stress,Nausea,Fatigue,
Big Band,243,hybrid,Sweet,Citrus,Earthy,Relaxed,Hungry,Euphoric,Happy,Giggly,Dry Mouth,,,,,Insomnia,Pain,Stress,Fatigue,Inflammation,
Big Bang,244,indica,Flowery,Berry,Pungent,Relaxed,Euphoric,Happy,Sleepy,,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Insomnia,Pain,Stress,Headaches,
Big Bud,245,indica,Earthy,Pungent,Woody,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Headache,Inflammation
Big Buddha Cheese,246,hybrid,Cheese,Pungent,Earthy,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Headache,Headaches
Big Holy Nina,247,hybrid,Earthy,Pungent,Woody,Euphoric,Happy,Talkative,Uplifted,,,,,,,Stress,Lack of Appetite,Nausea,Fatigue,,
Big Kush,248,hybrid,Citrus,Lemon,Lime,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dry Mouth,Dry Eyes,,,,Insomnia,Pain,Stress,Cramps,Nausea,
Big Mac,249,indica,Citrus,Earthy,Pungent,Relaxed,Creative,Aroused,,,Dizzy,Anxious,,,,Depression,Insomnia,Stress,,,
Big Skunk Korean,250,hybrid,Flowery,Skunk,,Hungry,Creative,Energetic,Talkative,Uplifted,Dry Mouth,,,,,Depression,Lack of Appetite,Nausea,Fatigue,,
Big Sky OG,251,hybrid,Chemical,Berry,Pungent,Relaxed,Creative,Uplifted,Tingly,,Dry Mouth,,,,,Depression,Pain,Stress,Headaches,Eye Pressure,
Big Smooth,252,hybrid,Blueberry,Earthy,Pine,Happy,Creative,Tingly,Giggly,Aroused,,,,,,Depression,Insomnia,Lack of Appetite,Fatigue,Headaches,
Big Sur Holy Bud,253,sativa,Pine,Woody,Earthy,Relaxed,Happy,Creative,Uplifted,Focused,,,,,,Depression,Stress,Nausea,Fatigue,Muscle Spasms,
Big White,254,indica,Flowery,Diesel,Earthy,Relaxed,Uplifted,Sleepy,,,Dry Mouth,Paranoid,Dry Eyes,,,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
Big Wreck,255,indica,Earthy,Pungent,Sweet,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Insomnia,Stress,Headache,Fatigue,Muscle Spasms
Biker LeBlanc,256,hybrid,Earthy,Sage,Spicy/Herbal,Relaxed,Euphoric,Energetic,Focused,Aroused,,,,,,Cramps,,,,,
Bio-Diesel,257,hybrid,Diesel,Pungent,Earthy,Relaxed,Euphoric,Happy,Energetic,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Nausea,Headache
Bio-Jesus,258,hybrid,Earthy,Flowery,Chemical,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Headache,Muscle Spasms
Biochem,259,indica,Spicy/Herbal,Skunk,Earthy,Relaxed,Hungry,Euphoric,Sleepy,Aroused,,,,,,Depression,Insomnia,Stress,Lack of Appetite,Fatigue,
Birthday Cake Kush,261,hybrid,Sweet,Vanilla,Skunk,Relaxed,Euphoric,Happy,Uplifted,Giggly,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Pain,Stress,Inflammation,Muscle Spasms,
Black '84,262,indica,Pungent,Earthy,Coffee,Relaxed,Hungry,Happy,Sleepy,,Dry Mouth,Dry Eyes,,,,Insomnia,Pain,Stress,Cramps,Lack of Appetite,
Black Afghan,263,indica,Pepper,Earthy,Pungent,Relaxed,Hungry,Euphoric,Sleepy,,Dry Mouth,,,,,Depression,Pain,Stress,Lack of Appetite,Inflammation,
Black Betty,264,hybrid,Berry,Sweet,Citrus,Euphoric,Happy,Energetic,Talkative,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Pain,Stress,Fatigue,Headaches,
Black Bubba,265,indica,Earthy,Flowery,Pine,Relaxed,Euphoric,Happy,Tingly,Sleepy,Dry Mouth,,,,,Depression,Insomnia,Pain,Stress,Seizures,
Black Cherry Cheesecake,266,hybrid,Berry,Sweet,Cheese,Relaxed,Euphoric,Happy,Creative,Uplifted,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Pain,Cramps,Nausea,Headaches,Eye Pressure,
Black Cherry OG,267,indica,Sweet,Berry,Earthy,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Insomnia,Pain,Stress,Headache,Fatigue
Black Cherry Pie,268,hybrid,Earthy,Lavender,Plum,Relaxed,Euphoric,Happy,Creative,Uplifted,,,,,,Insomnia,Pain,Cramps,Lack of Appetite,Nausea,
Black Cherry Soda,269,hybrid,Sweet,Berry,Earthy,Relaxed,Euphoric,Happy,Uplifted,Focused,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Pain,Stress,Headache,Fatigue,Headaches
Black Dahlia,270,hybrid,Sweet,Berry,Earthy,Relaxed,Happy,Sleepy,Focused,,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Insomnia,Pain,Stress,Headache,Inflammation
Black Diamond,271,indica,Earthy,Sweet,Berry,Relaxed,Hungry,Euphoric,Happy,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Insomnia,Pain,Stress,Lack of Appetite,
Black Diesel,272,sativa,Diesel,Pungent,Earthy,Relaxed,Euphoric,Happy,Creative,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Pain,Stress,Headache,Fatigue,Muscle Spasms
Black Domina,273,indica,Pepper,Spicy/Herbal,Woody,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Insomnia,Pain,Stress,Inflammation,
Black Haze,274,hybrid,Earthy,Pine,Flowery,Relaxed,Euphoric,Happy,Uplifted,Focused,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Headache,Headaches
Black Ice,275,indica,Earthy,Woody,Pine,Relaxed,Hungry,Happy,Sleepy,,Dizzy,Dry Mouth,Dry Eyes,,,Depression,Insomnia,Pain,Stress,Headaches,
Black Jack,276,hybrid,Sweet,Pine,Earthy,Relaxed,Euphoric,Happy,Creative,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Headache,Fatigue
Black Label Kush,277,indica,Woody,Berry,Citrus,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Inflammation,
Black Lime Special Reserve,278,indica,Lime,Citrus,Sweet,Relaxed,Euphoric,Happy,Uplifted,Tingly,Dry Mouth,Dry Eyes,,,,Depression,Insomnia,Pain,Stress,Headache,Inflammation
Black Magic,279,hybrid,Earthy,,,Relaxed,Euphoric,Happy,Uplifted,,,,,,,Depression,Pain,Stress,Inflammation,,
Black Magic Kush,280,indica,Berry,Earthy,Spicy/Herbal,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dry Mouth,Dry Eyes,,,,Depression,Insomnia,Stress,Cramps,Lack of Appetite,
Black Mamba,281,indica,Sweet,Woody,Earthy,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Insomnia,Pain,Stress,Headache,Headaches
Black Russian,282,indica,Citrus,Earthy,Lemon,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dry Mouth,Paranoid,Dry Eyes,,,Insomnia,Stress,Lack of Appetite,Nausea,Fatigue,
Black Tuna,283,hybrid,Earthy,Woody,Pungent,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Insomnia,Pain,Stress,Lack of Appetite,
Black Velvet,284,hybrid,Sweet,Pine,Flowery,Relaxed,Hungry,Happy,Sleepy,Giggly,Dry Mouth,Dry Eyes,,,,Depression,Pain,Lack of Appetite,Nausea,Eye Pressure,
Black Widow,285,hybrid,Woody,Earthy,Sweet,Relaxed,Euphoric,Happy,Uplifted,Focused,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Pain,Stress,Headache,Headaches,Inflammation
Blackberry,286,hybrid,Berry,Sweet,Earthy,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Headache,Muscle Spasms
Blackberry Bubble,287,indica,Berry,Blueberry,Skunk,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dry Eyes,,,,,Depression,Pain,Stress,Inflammation,Muscle Spasms,
Blackberry Chem OG,288,hybrid,Berry,Chemical,,Relaxed,Euphoric,Happy,Uplifted,Tingly,Paranoid,Anxious,,,,Depression,Pain,Stress,,,
Blackberry Cream,289,indica,Berry,Sweet,Woody,Relaxed,Euphoric,Happy,Uplifted,Sleepy,,,,,,Depression,Insomnia,Pain,Stress,Muscle Spasms,
Blackberry Diesel,290,sativa,Diesel,Pungent,Berry,Relaxed,Hungry,Happy,Talkative,Sleepy,Dry Mouth,Anxious,,,,Depression,Stress,Lack of Appetite,Headache,Headaches,Eye Pressure
Blackberry Dream,291,hybrid,Chemical,Grapefruit,Nutty,Relaxed,Creative,Energetic,Uplifted,Giggly,Dry Mouth,Dry Eyes,,,,Depression,Pain,Seizures,Muscle Spasms,,
Blackberry Hashplant,293,indica,Berry,Earthy,Nutty,Euphoric,Happy,Energetic,Uplifted,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Insomnia,Pain,Stress,Nausea,Headache,Fatigue
Blackberry Haze,294,sativa,Berry,Sweet,Lemon,Relaxed,Hungry,Happy,Uplifted,Tingly,Dry Mouth,Paranoid,Dry Eyes,,,Depression,Pain,Stress,Headaches,Inflammation,
Blackberry Kush,295,indica,Berry,Sweet,Earthy,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
Blackberry Lime Haze,296,sativa,Berry,Lime,Sweet,Relaxed,Euphoric,Happy,Talkative,Uplifted,,,,,,Depression,Pain,Stress,Lack of Appetite,Fatigue,
Blackberry Pie,297,hybrid,Sweet,Blueberry,Berry,Relaxed,Hungry,Euphoric,Happy,Creative,,,,,,Pain,Cramps,Nausea,Inflammation,,
Blackberry Rhino,298,indica,Berry,Sweet,Spicy/Herbal,Relaxed,Hungry,Happy,Creative,,Dry Mouth,Dry Eyes,,,,Depression,Insomnia,Pain,Stress,Muscle Spasms,
Blackberry Trainwreck,299,hybrid,Berry,Sweet,Pungent,Relaxed,Euphoric,Happy,Energetic,Uplifted,Dizzy,Dry Mouth,,,,Depression,Insomnia,Pain,Stress,Nausea,
Blackberry x Blueberry,300,indica,Berry,Blueberry,Skunk,Relaxed,Euphoric,Happy,Uplifted,Sleepy,,,,,,Depression,Stress,Lack of Appetite,Fatigue,Headaches,
Blackwater,301,indica,Earthy,Grape,Sweet,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
Blaze,302,sativa,Blueberry,Berry,Sweet,Euphoric,Creative,Energetic,Uplifted,Focused,Dry Mouth,,,,,Depression,Pain,Stress,Nausea,Inflammation,
Blissful Wizard,303,hybrid,Sweet,Vanilla,Earthy,Relaxed,Euphoric,Happy,Creative,Talkative,,,,,,Depression,Insomnia,Pain,Stress,Nausea,
Blob OG,304,hybrid,Pine,Citrus,Earthy,Relaxed,Euphoric,Creative,,,Dry Mouth,Dry Eyes,,,,Depression,Stress,Fatigue,Headaches,Inflammation,
Blockhead,305,hybrid,Lime,Earthy,Sweet,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Insomnia,Pain,Stress,Lack of Appetite,Headache,Headaches
Bloo's Kloos,306,indica,Earthy,Flowery,Berry,Relaxed,Euphoric,Happy,Creative,Focused,,,,,,Pain,Stress,Cramps,Eye Pressure,Inflammation,
Bloodhound,307,hybrid,Earthy,Chestnut,Sage,Relaxed,Hungry,Happy,Talkative,Focused,Dry Eyes,,,,,Depression,Stress,Lack of Appetite,Fatigue,Headaches,
Blowfish,308,hybrid,Pine,Earthy,Sage,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dry Mouth,,,,,Insomnia,Pain,Stress,Nausea,Headache,Muscle Spasms
Blucifer,309,sativa,Blueberry,Berry,Minty,Relaxed,Happy,Creative,Uplifted,Focused,Dry Eyes,,,,,Depression,Pain,Lack of Appetite,Nausea,Headaches,
Blue Afghani,310,indica,Blueberry,Woody,Pungent,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dry Mouth,Dry Eyes,,,,Depression,Lack of Appetite,Nausea,Fatigue,Headaches,
Blue Alien,311,indica,Blueberry,Earthy,Pine,Relaxed,Hungry,Euphoric,Sleepy,,Dry Mouth,Paranoid,Dry Eyes,,,Insomnia,Pain,Stress,Fatigue,Inflammation,
Blue Bastard,312,indica,Berry,Pine,,Euphoric,Happy,Creative,Uplifted,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Headache,Muscle Spasms
Blue Bayou,313,sativa,Sweet,,,Hungry,Happy,Creative,Uplifted,Giggly,Dry Mouth,Paranoid,Dry Eyes,,,Depression,Stress,Nausea,Headache,,
Blue Blood,314,indica,Blueberry,Earthy,Sweet,Relaxed,Euphoric,Happy,Creative,Sleepy,,,,,,Depression,Pain,Stress,Inflammation,Muscle Spasms,
Blue Boy,315,hybrid,Earthy,Sweet,Pungent,Happy,Creative,Talkative,Uplifted,Giggly,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Depression,Pain,Stress,Headache,Fatigue,Muscle Spasms
Blue Buddha,316,indica,Blueberry,Citrus,Pungent,Relaxed,Happy,Creative,,,Dry Eyes,,,,,Depression,Insomnia,Lack of Appetite,Headaches,Seizures,
Blue Champagne,317,hybrid,Earthy,Sweet,Pine,Euphoric,Happy,Creative,Energetic,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Pain,Stress,Cramps,Lack of Appetite,
Blue Cheese,318,indica,Blue Cheese,Cheese,Blueberry,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
Blue Cinex,319,hybrid,Blueberry,Earthy,,Happy,Creative,Energetic,Uplifted,Focused,,,,,,Depression,Pain,Stress,Fatigue,Inflammation,
Blue Cookies,320,hybrid,Blueberry,Berry,Sweet,Relaxed,Euphoric,Happy,Creative,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Insomnia,Pain,Stress,Lack of Appetite,
Blue Crack,321,hybrid,Berry,Sweet,Blueberry,Relaxed,Happy,Energetic,Talkative,Focused,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Pain,Stress,Fatigue,Headaches,
Blue Diamond,322,indica,Sweet,Earthy,Flowery,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Depression,Pain,Stress,Headache,Headaches,Eye Pressure
Blue Diesel,323,hybrid,Blueberry,Diesel,Berry,Relaxed,Euphoric,Happy,Creative,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Pain,Stress,Headache,Fatigue,Inflammation
Blue Dot,324,sativa,Earthy,Pungent,Berry,Relaxed,Happy,Energetic,Uplifted,Focused,Dry Mouth,,,,,Depression,Pain,Stress,Nausea,Headache,Fatigue
Blue Dragon,325,hybrid,Blueberry,Berry,Diesel,Relaxed,Euphoric,Happy,Uplifted,Tingly,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Pain,Stress,Lack of Appetite,Nausea,Headache
Blue Dream,326,hybrid,Blueberry,Sweet,Berry,Relaxed,Euphoric,Happy,Creative,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Pain,Stress,Fatigue,Headaches,
Blue Dynamite,327,indica,Earthy,Sweet,Blueberry,Relaxed,Euphoric,Happy,Sleepy,,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Lack of Appetite,
Blue Frost,328,hybrid,Sweet,Cheese,Berry,Relaxed,Euphoric,Happy,Talkative,Uplifted,Dry Mouth,Paranoid,,,,Depression,Insomnia,Pain,Stress,Fatigue,
Blue Galaxy,329,hybrid,Sweet,Berry,Blueberry,Relaxed,Euphoric,Happy,Uplifted,,,,,,,Depression,Pain,Stress,Headaches,,
Blue God,330,indica,Blueberry,Sweet,Berry,Relaxed,Euphoric,Happy,Tingly,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Insomnia,Pain,Stress,Lack of Appetite,Nausea,Headache
Blue Goo,331,hybrid,Berry,Pine,Flowery,Relaxed,Euphoric,Happy,Creative,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Pain,Stress,Nausea,Headache,Fatigue
Blue Hash,332,hybrid,Blueberry,Sweet,Earthy,Relaxed,Hungry,Happy,Tingly,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
Blue Hawaiian,333,hybrid,Sweet,Blueberry,Tropical,Relaxed,Euphoric,Happy,Energetic,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Stress,Nausea,Headache,Fatigue,Headaches
Blue Haze,334,hybrid,Blueberry,Earthy,Sweet,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Pain,Stress,Headaches,Inflammation,
Blue Heron,335,hybrid,Woody,Pine,Spicy/Herbal,Relaxed,Happy,Talkative,Uplifted,Giggly,,,,,,Insomnia,Pain,Stress,Cramps,Headaches,
Blue Ivy,336,hybrid,Earthy,Pepper,Blueberry,Relaxed,Hungry,Focused,,,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Insomnia,Pain,Stress,Headaches,
Blue Jay Way,337,hybrid,Sweet,Citrus,Blueberry,Relaxed,Euphoric,Uplifted,Sleepy,Focused,Dry Mouth,Dry Eyes,,,,Insomnia,Pain,Stress,Cramps,Headaches,
Blue Kiss,338,hybrid,Berry,Blueberry,Flowery,Relaxed,Euphoric,Creative,Talkative,Focused,Dizzy,,,,,Stress,Lack of Appetite,Nausea,Headaches,,
Blue Knight,339,indica,Sweet,Blueberry,Berry,Relaxed,Happy,Uplifted,Sleepy,Focused,Dry Mouth,Dry Eyes,,,,Depression,Insomnia,Pain,Stress,Headaches,
Blue Kripple,340,indica,Earthy,Grape,,Relaxed,Hungry,Euphoric,Sleepy,,Dizzy,Dry Mouth,Paranoid,,,Pain,Muscle Spasms,,,,
Blue Kush,341,hybrid,Berry,Sweet,Earthy,Relaxed,Euphoric,Happy,Uplifted,Aroused,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Insomnia,Pain,Stress,Lack of Appetite,
Blue Lights,342,indica,Blueberry,Sweet,Earthy,Relaxed,Euphoric,Happy,Uplifted,Giggly,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Nausea,Headache
Blue Magic,343,sativa,Blueberry,Tropical,Sweet,Relaxed,Euphoric,Energetic,Uplifted,Focused,Dry Mouth,Paranoid,,,,Depression,Stress,Fatigue,Spasticity,Muscle Spasms,
Blue Magoo,344,hybrid,Sweet,Earthy,Blueberry,Relaxed,Euphoric,Happy,Uplifted,,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Pain,Stress,Nausea,Headaches,
Blue Monster,345,indica,Berry,Blueberry,Diesel,Relaxed,Hungry,Happy,Talkative,,Dry Mouth,,,,,Depression,Insomnia,Pain,Stress,Headache,
Blue Moon Rocks,346,hybrid,Flowery,Lemon,Blueberry,Relaxed,Happy,Giggly,,,Dry Mouth,Paranoid,Anxious,,,Depression,Insomnia,Pain,Stress,Fatigue,
Blue Moonshine,347,indica,Earthy,Berry,Pine,Relaxed,Euphoric,Happy,,,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Insomnia,Stress,Lack of Appetite,Nausea,Headache
Blue Mountain Fire,348,sativa,Earthy,Flowery,Pepper,Relaxed,Euphoric,Happy,Creative,Giggly,,,,,,Depression,Stress,,,,
Blue Mystic,349,indica,Earthy,Blueberry,Sweet,Relaxed,Happy,Energetic,Uplifted,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Pain,Nausea,Fatigue,Headaches,
Blue Nightmare,350,hybrid,Berry,Earthy,Sage,Relaxed,Euphoric,Creative,Talkative,Uplifted,Dry Mouth,Paranoid,,,,Depression,Insomnia,Stress,Nausea,Headaches,
Blue OG,352,hybrid,Berry,Blueberry,Sweet,Relaxed,Euphoric,Happy,Creative,Sleepy,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Pain,Stress,Headache,Fatigue,Muscle Spasms
