id,medicaleffects1,medicaleffects2,medicaleffects3,medicaleffects4,medicaleffects5,medicaleffects6
2116,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
2117,Depression,Pain,Stress,Cramps,Fatigue,
2118,Pain,Inflammation,,,,
2119,Depression,Stress,Headache,Headaches,,
2120,Depression,Insomnia,Pain,Stress,Nausea,
2121,Depression,Insomnia,Stress,Lack of Appetite,Headaches,
2123,Depression,Pain,Stress,Lack of Appetite,Fatigue,
2124,Depression,Insomnia,Pain,Stress,Lack of Appetite,
2125,Depression,Stress,,,,
2126,Insomnia,Pain,Stress,Inflammation,Muscle Spasms,
2127,Depression,Pain,Stress,Fatigue,Headaches,
2128,Depression,Pain,Stress,Nausea,Headache,Fatigue
2129,Depression,Pain,Stress,Fatigue,Eye Pressure,
2130,Depression,Insomnia,Pain,Stress,Headache,Fatigue
2131,Insomnia,Pain,Stress,Lack of Appetite,Nausea,
2132,Insomnia,Pain,Headaches,Muscle Spasms,,
2133,Depression,Stress,Headache,Headaches,Eye Pressure,Muscle Spasms
2134,Depression,Insomnia,Pain,Stress,Headache,Headaches
2135,Depression,Pain,Stress,Lack of Appetite,Headache,Headaches
2136,Depression,Insomnia,Stress,Cramps,Lack of Appetite,Headache
2137,,,,,,
2138,Depression,Insomnia,Stress,,,
2139,Depression,Stress,Lack of Appetite,Nausea,Headaches,
2141,Depression,Pain,Stress,Cramps,Nausea,
2142,Depression,Insomnia,Pain,Stress,Lack of Appetite,
2143,Depression,Pain,Lack of Appetite,Headaches,Eye Pressure,
2144,Depression,Pain,Stress,Lack of Appetite,Headache,Fatigue
2145,Depression,Insomnia,Stress,Lack of Appetite,Eye Pressure,
2146,Depression,Insomnia,Pain,Stress,Headaches,
2147,Depression,Pain,Stress,Nausea,Fatigue,
2148,Pain,Stress,Headache,Fatigue,Inflammation,Muscle Spasms
2149,Depression,Insomnia,Pain,Stress,Cramps,
2150,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
2151,Depression,Insomnia,Pain,Stress,Lack of Appetite,
2152,Depression,Insomnia,Pain,Stress,Inflammation,
2153,Depression,Insomnia,Pain,Stress,Headache,Muscle Spasms
2154,Depression,Insomnia,Pain,Stress,Nausea,
2156,Depression,Pain,Stress,Cramps,Headaches,
2157,Depression,Pain,Stress,Lack of Appetite,Nausea,Headache
2158,Depression,Insomnia,Pain,Stress,Fatigue,
2159,Depression,Insomnia,Pain,Stress,Nausea,Headache
2160,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
2161,Insomnia,Pain,Cramps,Lack of Appetite,Muscle Spasms,
2162,Depression,Stress,Fatigue,,,
